"id","setId","slot","name","parts","icon","worldPrefab","gridW","gridH","itemType","weight"
"4504","45","Forearm","Preset_45 Forearm","Chr_ArmLowerRight_Female_18;Chr_ArmLowerLeft_Female_18;Chr_HandRight_Female_07;Chr_HandLeft_Female_07","set_045_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_045_Forearm_World.prefab","2","3","Forearm","2"
"4505","45","Hips","Preset_45 Hips","Chr_HipsAttachment_10;Chr_Hips_Female_11","set_045_Hips.png","Assets/Game/Prefabs/Equipment/World/set_045_Hips_World.prefab","4","5","Hips","3"
"4506","45","Leg","Preset_45 Leg","Chr_LegRight_Female_19;Chr_KneeAttachRight_10;Chr_LegLeft_Female_19;Chr_KneeAttachLeft_10","set_045_Leg.png","Assets/Game/Prefabs/Equipment/World/set_045_Leg_World.prefab","4","3","Leg","4"
"4507","45","Back","Preset_45 Back","Chr_BackAttachment_06","set_045_Back.png","Assets/Game/Prefabs/Equipment/World/set_045_Back_World.prefab","4","3","BackSlot","2"
"4602","46","Body","Preset_46 Body","Chr_Torso_Female_26;Chr_ArmUpperRight_Female_16;Chr_ArmUpperLeft_Female_16;Chr_ShoulderAttachRight_14;Chr_ShoulderAttachLeft_14","set_046_Body.png","Assets/Game/Prefabs/Equipment/World/set_046_Body_World.prefab","4","6","Body","7"
"4604","46","Forearm","Preset_46 Forearm","Chr_ArmLowerRight_Female_13;Chr_ArmLowerLeft_Female_13;Chr_HandRight_Female_00;Chr_HandLeft_Female_00","set_046_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_046_Forearm_World.prefab","2","3","Forearm","2"
"4605","46","Hips","Preset_46 Hips","Chr_HipsAttachment_03;Chr_Hips_Female_21","set_046_Hips.png","Assets/Game/Prefabs/Equipment/World/set_046_Hips_World.prefab","4","5","Hips","3"
"4606","46","Leg","Preset_46 Leg","Chr_LegRight_Female_05;Chr_KneeAttachRight_01;Chr_LegLeft_Female_05;Chr_KneeAttachLeft_01","set_046_Leg.png","Assets/Game/Prefabs/Equipment/World/set_046_Leg_World.prefab","4","3","Leg","4"
"4607","46","Back","Preset_46 Back","Chr_BackAttachment_05","set_046_Back.png","Assets/Game/Prefabs/Equipment/World/set_046_Back_World.prefab","4","3","BackSlot","2"
"4702","47","Body","Preset_47 Body","Chr_Torso_Male_20;Chr_ArmUpperRight_Male_20;Chr_ArmUpperLeft_Male_20","set_047_Body.png","Assets/Game/Prefabs/Equipment/World/set_047_Body_World.prefab","4","6","Body","7"
"4704","47","Forearm","Preset_47 Forearm","Chr_ArmLowerRight_Male_11;Chr_ArmLowerLeft_Male_11;Chr_HandRight_Male_14;Chr_HandLeft_Male_14","set_047_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_047_Forearm_World.prefab","2","3","Forearm","2"
"4705","47","Hips","Preset_47 Hips","Chr_HipsAttachment_04;Chr_Hips_Male_04","set_047_Hips.png","Assets/Game/Prefabs/Equipment/World/set_047_Hips_World.prefab","4","5","Hips","3"
"4706","47","Leg","Preset_47 Leg","Chr_LegRight_Male_13;Chr_KneeAttachRight_02;Chr_LegLeft_Male_13;Chr_KneeAttachLeft_02","set_047_Leg.png","Assets/Game/Prefabs/Equipment/World/set_047_Leg_World.prefab","4","3","Leg","4"
"4707","47","Back","Preset_47 Back","Chr_BackAttachment_14","set_047_Back.png","Assets/Game/Prefabs/Equipment/World/set_047_Back_World.prefab","4","3","BackSlot","2"
"4801","48","Head","Preset_48 Head","Chr_HelmetAttachment_08","set_048_Head.png","Assets/Game/Prefabs/Equipment/World/set_048_Head_World.prefab","3","3","Head","1.5"
"4802","48","Body","Preset_48 Body","Chr_Torso_Male_23;Chr_ArmUpperRight_Male_15;Chr_ArmUpperLeft_Male_15;Chr_ShoulderAttachRight_15;Chr_ShoulderAttachLeft_15","set_048_Body.png","Assets/Game/Prefabs/Equipment/World/set_048_Body_World.prefab","4","6","Body","7"
"4804","48","Forearm","Preset_48 Forearm","Chr_ArmLowerRight_Male_13;Chr_ArmLowerLeft_Male_13;Chr_HandRight_Male_15;Chr_HandLeft_Male_15","set_048_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_048_Forearm_World.prefab","2","3","Forearm","2"
"4805","48","Hips","Preset_48 Hips","Chr_HipsAttachment_09;Chr_Hips_Male_12","set_048_Hips.png","Assets/Game/Prefabs/Equipment/World/set_048_Hips_World.prefab","4","5","Hips","3"
"4806","48","Leg","Preset_48 Leg","Chr_LegRight_Male_19;Chr_KneeAttachRight_03;Chr_LegLeft_Male_19;Chr_KneeAttachLeft_11","set_048_Leg.png","Assets/Game/Prefabs/Equipment/World/set_048_Leg_World.prefab","4","3","Leg","4"
"4807","48","Back","Preset_48 Back","Chr_BackAttachment_13","set_048_Back.png","Assets/Game/Prefabs/Equipment/World/set_048_Back_World.prefab","4","3","BackSlot","2"
"4901","49","Head","Preset_49 Head","Chr_HeadCoverings_Base_Hair_09","set_049_Head.png","Assets/Game/Prefabs/Equipment/World/set_049_Head_World.prefab","3","3","Head","1.5"
"4902","49","Body","Preset_49 Body","Chr_Torso_Male_08;Chr_ArmUpperRight_Male_14;Chr_ArmUpperLeft_Male_01;Chr_ShoulderAttachRight_08;Chr_ShoulderAttachLeft_08","set_049_Body.png","Assets/Game/Prefabs/Equipment/World/set_049_Body_World.prefab","4","6","Body","7"
"4904","49","Forearm","Preset_49 Forearm","Chr_ArmLowerRight_Male_04;Chr_ArmLowerLeft_Male_04;Chr_HandRight_Male_01;Chr_HandLeft_Male_01","set_049_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_049_Forearm_World.prefab","2","3","Forearm","2"
"4905","49","Hips","Preset_49 Hips","Chr_Hips_Male_15","set_049_Hips.png","Assets/Game/Prefabs/Equipment/World/set_049_Hips_World.prefab","4","5","Hips","3"
"4906","49","Leg","Preset_49 Leg","Chr_LegRight_Male_03;Chr_KneeAttachRight_02;Chr_LegLeft_Male_03;Chr_KneeAttachLeft_02","set_049_Leg.png","Assets/Game/Prefabs/Equipment/World/set_049_Leg_World.prefab","4","3","Leg","4"
"4907","49","Back","Preset_49 Back","Chr_BackAttachment_13","set_049_Back.png","Assets/Game/Prefabs/Equipment/World/set_049_Back_World.prefab","4","3","BackSlot","2"
"5001","50","Head","Preset_50 Head","Chr_HeadCoverings_Base_Hair_09","set_050_Head.png","Assets/Game/Prefabs/Equipment/World/set_050_Head_World.prefab","3","3","Head","1.5"
"5002","50","Body","Preset_50 Body","Chr_Torso_Female_27;Chr_ArmUpperRight_Female_01;Chr_ArmUpperLeft_Female_01","set_050_Body.png","Assets/Game/Prefabs/Equipment/World/set_050_Body_World.prefab","4","6","Body","7"
"5004","50","Forearm","Preset_50 Forearm","Chr_ArmLowerRight_Female_07;Chr_ArmLowerLeft_Female_07;Chr_HandRight_Female_03;Chr_HandLeft_Female_17","set_050_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_050_Forearm_World.prefab","2","3","Forearm","2"
"5005","50","Hips","Preset_50 Hips","Chr_HipsAttachment_02;Chr_Hips_Female_23","set_050_Hips.png","Assets/Game/Prefabs/Equipment/World/set_050_Hips_World.prefab","4","5","Hips","3"
"5006","50","Leg","Preset_50 Leg","Chr_LegRight_Female_07;Chr_KneeAttachRight_06;Chr_LegLeft_Female_07","set_050_Leg.png","Assets/Game/Prefabs/Equipment/World/set_050_Leg_World.prefab","4","3","Leg","4"
"5007","50","Back","Preset_50 Back","Chr_BackAttachment_08","set_050_Back.png","Assets/Game/Prefabs/Equipment/World/set_050_Back_World.prefab","4","3","BackSlot","2"
"5101","51","Head","Preset_51 Head","Chr_HeadCoverings_No_Hair_03","set_051_Head.png","Assets/Game/Prefabs/Equipment/World/set_051_Head_World.prefab","3","3","Head","1.5"
"5102","51","Body","Preset_51 Body","Chr_Torso_Male_20;Chr_ArmUpperRight_Male_13;Chr_ArmUpperLeft_Male_13;Chr_ShoulderAttachRight_20;Chr_ShoulderAttachLeft_17","set_051_Body.png","Assets/Game/Prefabs/Equipment/World/set_051_Body_World.prefab","4","6","Body","7"
"5104","51","Forearm","Preset_51 Forearm","Chr_ArmLowerRight_Male_13;Chr_ArmLowerLeft_Male_13;Chr_HandRight_Male_12;Chr_HandLeft_Male_01","set_051_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_051_Forearm_World.prefab","2","3","Forearm","2"
"5105","51","Hips","Preset_51 Hips","Chr_HipsAttachment_06;Chr_Hips_Male_21","set_051_Hips.png","Assets/Game/Prefabs/Equipment/World/set_051_Hips_World.prefab","4","5","Hips","3"
"5106","51","Leg","Preset_51 Leg","Chr_LegRight_Male_02;Chr_KneeAttachRight_04;Chr_LegLeft_Male_02;Chr_KneeAttachLeft_01","set_051_Leg.png","Assets/Game/Prefabs/Equipment/World/set_051_Leg_World.prefab","4","3","Leg","4"
"5107","51","Back","Preset_51 Back","Chr_BackAttachment_04","set_051_Back.png","Assets/Game/Prefabs/Equipment/World/set_051_Back_World.prefab","4","3","BackSlot","2"
"5202","52","Body","Preset_52 Body","Chr_Torso_Male_22;Chr_ArmUpperRight_Male_10;Chr_ArmUpperLeft_Male_10;Chr_ShoulderAttachRight_17;Chr_ShoulderAttachLeft_06","set_052_Body.png","Assets/Game/Prefabs/Equipment/World/set_052_Body_World.prefab","4","6","Body","7"
"5204","52","Forearm","Preset_52 Forearm","Chr_ArmLowerRight_Male_17;Chr_ArmLowerLeft_Male_17;Chr_HandRight_Male_13;Chr_HandLeft_Male_13","set_052_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_052_Forearm_World.prefab","2","3","Forearm","2"
"5205","52","Hips","Preset_52 Hips","Chr_HipsAttachment_03;Chr_Hips_Male_13","set_052_Hips.png","Assets/Game/Prefabs/Equipment/World/set_052_Hips_World.prefab","4","5","Hips","3"
"5206","52","Leg","Preset_52 Leg","Chr_LegRight_Male_10;Chr_LegLeft_Male_10","set_052_Leg.png","Assets/Game/Prefabs/Equipment/World/set_052_Leg_World.prefab","4","3","Leg","4"
"5207","52","Back","Preset_52 Back","Chr_BackAttachment_03","set_052_Back.png","Assets/Game/Prefabs/Equipment/World/set_052_Back_World.prefab","4","3","BackSlot","2"
"5301","53","Head","Preset_53 Head","Chr_HeadCoverings_No_Hair_02","set_053_Head.png","Assets/Game/Prefabs/Equipment/World/set_053_Head_World.prefab","3","3","Head","1.5"
"5302","53","Body","Preset_53 Body","Chr_Torso_Female_06;Chr_ArmUpperRight_Female_16;Chr_ArmUpperLeft_Female_00;Chr_ShoulderAttachRight_15;Chr_ShoulderAttachLeft_15","set_053_Body.png","Assets/Game/Prefabs/Equipment/World/set_053_Body_World.prefab","4","6","Body","7"
"5304","53","Forearm","Preset_53 Forearm","Chr_ArmLowerRight_Female_11;Chr_ArmLowerLeft_Female_17;Chr_HandRight_Female_10;Chr_HandLeft_Female_10","set_053_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_053_Forearm_World.prefab","2","3","Forearm","2"
"5305","53","Hips","Preset_53 Hips","Chr_Hips_Female_07","set_053_Hips.png","Assets/Game/Prefabs/Equipment/World/set_053_Hips_World.prefab","4","5","Hips","3"
"5306","53","Leg","Preset_53 Leg","Chr_LegRight_Female_16;Chr_KneeAttachRight_11;Chr_LegLeft_Female_16","set_053_Leg.png","Assets/Game/Prefabs/Equipment/World/set_053_Leg_World.prefab","4","3","Leg","4"
"5307","53","Back","Preset_53 Back","Chr_BackAttachment_01","set_053_Back.png","Assets/Game/Prefabs/Equipment/World/set_053_Back_World.prefab","4","3","BackSlot","2"
"5401","54","Head","Preset_54 Head","Chr_HeadCoverings_No_FacialHair_02","set_054_Head.png","Assets/Game/Prefabs/Equipment/World/set_054_Head_World.prefab","3","3","Head","1.5"
"5402","54","Body","Preset_54 Body","Chr_Torso_Male_12;Chr_ArmUpperRight_Male_17;Chr_ArmUpperLeft_Male_17;Chr_ShoulderAttachRight_13;Chr_ShoulderAttachLeft_13","set_054_Body.png","Assets/Game/Prefabs/Equipment/World/set_054_Body_World.prefab","4","6","Body","7"
"5404","54","Forearm","Preset_54 Forearm","Chr_ArmLowerRight_Male_09;Chr_ArmLowerLeft_Male_09;Chr_HandRight_Male_08;Chr_HandLeft_Male_08","set_054_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_054_Forearm_World.prefab","2","3","Forearm","2"
"5405","54","Hips","Preset_54 Hips","Chr_HipsAttachment_09;Chr_Hips_Male_11","set_054_Hips.png","Assets/Game/Prefabs/Equipment/World/set_054_Hips_World.prefab","4","5","Hips","3"
"5406","54","Leg","Preset_54 Leg","Chr_LegRight_Male_15;Chr_KneeAttachRight_03;Chr_LegLeft_Male_15;Chr_KneeAttachLeft_03","set_054_Leg.png","Assets/Game/Prefabs/Equipment/World/set_054_Leg_World.prefab","4","3","Leg","4"
"5407","54","Back","Preset_54 Back","Chr_BackAttachment_11","set_054_Back.png","Assets/Game/Prefabs/Equipment/World/set_054_Back_World.prefab","4","3","BackSlot","2"
"5501","55","Head","Preset_55 Head","Chr_HelmetAttachment_08","set_055_Head.png","Assets/Game/Prefabs/Equipment/World/set_055_Head_World.prefab","3","3","Head","1.5"
"5502","55","Body","Preset_55 Body","Chr_Torso_Female_10;Chr_ArmUpperRight_Female_17;Chr_ArmUpperLeft_Female_17","set_055_Body.png","Assets/Game/Prefabs/Equipment/World/set_055_Body_World.prefab","4","6","Body","7"
"5504","55","Forearm","Preset_55 Forearm","Chr_ArmLowerRight_Female_10;Chr_ArmLowerLeft_Female_10;Chr_HandRight_Female_10;Chr_HandLeft_Female_10","set_055_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_055_Forearm_World.prefab","2","3","Forearm","2"
"5505","55","Hips","Preset_55 Hips","Chr_HipsAttachment_09;Chr_Hips_Female_21","set_055_Hips.png","Assets/Game/Prefabs/Equipment/World/set_055_Hips_World.prefab","4","5","Hips","3"
"5506","55","Leg","Preset_55 Leg","Chr_LegRight_Female_07;Chr_KneeAttachRight_08;Chr_LegLeft_Female_07;Chr_KneeAttachLeft_08","set_055_Leg.png","Assets/Game/Prefabs/Equipment/World/set_055_Leg_World.prefab","4","3","Leg","4"
"5507","55","Back","Preset_55 Back","Chr_BackAttachment_08","set_055_Back.png","Assets/Game/Prefabs/Equipment/World/set_055_Back_World.prefab","4","3","BackSlot","2"
"5601","56","Head","Preset_56 Head","Chr_HelmetAttachment_01","set_056_Head.png","Assets/Game/Prefabs/Equipment/World/set_056_Head_World.prefab","3","3","Head","1.5"
"5602","56","Body","Preset_56 Body","Chr_Torso_Female_02;Chr_ArmUpperRight_Female_07;Chr_ArmUpperLeft_Female_07","set_056_Body.png","Assets/Game/Prefabs/Equipment/World/set_056_Body_World.prefab","4","6","Body","7"
"5604","56","Forearm","Preset_56 Forearm","Chr_ArmLowerRight_Female_14;Chr_ArmLowerLeft_Female_14;Chr_HandRight_Female_02;Chr_HandLeft_Female_02","set_056_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_056_Forearm_World.prefab","2","3","Forearm","2"
"5605","56","Hips","Preset_56 Hips","Chr_HipsAttachment_03;Chr_Hips_Female_10","set_056_Hips.png","Assets/Game/Prefabs/Equipment/World/set_056_Hips_World.prefab","4","5","Hips","3"
"5606","56","Leg","Preset_56 Leg","Chr_LegRight_Female_07;Chr_KneeAttachRight_03;Chr_LegLeft_Female_07","set_056_Leg.png","Assets/Game/Prefabs/Equipment/World/set_056_Leg_World.prefab","4","3","Leg","4"
"5607","56","Back","Preset_56 Back","Chr_BackAttachment_01","set_056_Back.png","Assets/Game/Prefabs/Equipment/World/set_056_Back_World.prefab","4","3","BackSlot","2"
"5701","57","Head","Preset_57 Head","Chr_HelmetAttachment_04","set_057_Head.png","Assets/Game/Prefabs/Equipment/World/set_057_Head_World.prefab","3","3","Head","1.5"
"5702","57","Body","Preset_57 Body","Chr_Torso_Male_28;Chr_ArmUpperRight_Male_13;Chr_ArmUpperLeft_Male_19","set_057_Body.png","Assets/Game/Prefabs/Equipment/World/set_057_Body_World.prefab","4","6","Body","7"
"5704","57","Forearm","Preset_57 Forearm","Chr_ArmLowerRight_Male_02;Chr_ArmLowerLeft_Male_05;Chr_HandRight_Male_14;Chr_HandLeft_Male_14","set_057_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_057_Forearm_World.prefab","2","3","Forearm","2"
"5705","57","Hips","Preset_57 Hips","Chr_Hips_Male_11","set_057_Hips.png","Assets/Game/Prefabs/Equipment/World/set_057_Hips_World.prefab","4","5","Hips","3"
"5706","57","Leg","Preset_57 Leg","Chr_LegRight_Male_18;Chr_KneeAttachRight_06;Chr_LegLeft_Male_18;Chr_KneeAttachLeft_06","set_057_Leg.png","Assets/Game/Prefabs/Equipment/World/set_057_Leg_World.prefab","4","3","Leg","4"
"5707","57","Back","Preset_57 Back","Chr_BackAttachment_04","set_057_Back.png","Assets/Game/Prefabs/Equipment/World/set_057_Back_World.prefab","4","3","BackSlot","2"
"5801","58","Head","Preset_58 Head","Chr_HeadCoverings_Base_Hair_11","set_058_Head.png","Assets/Game/Prefabs/Equipment/World/set_058_Head_World.prefab","3","3","Head","1.5"
"5802","58","Body","Preset_58 Body","Chr_Torso_Male_10;Chr_ArmUpperRight_Male_02;Chr_ArmUpperLeft_Male_02","set_058_Body.png","Assets/Game/Prefabs/Equipment/World/set_058_Body_World.prefab","4","6","Body","7"
"5804","58","Forearm","Preset_58 Forearm","Chr_ArmLowerRight_Male_02;Chr_ArmLowerLeft_Male_02;Chr_HandRight_Male_05;Chr_HandLeft_Male_05","set_058_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_058_Forearm_World.prefab","2","3","Forearm","2"
"5805","58","Hips","Preset_58 Hips","Chr_Hips_Male_27","set_058_Hips.png","Assets/Game/Prefabs/Equipment/World/set_058_Hips_World.prefab","4","5","Hips","3"
"5806","58","Leg","Preset_58 Leg","Chr_LegRight_Male_13;Chr_LegLeft_Male_13","set_058_Leg.png","Assets/Game/Prefabs/Equipment/World/set_058_Leg_World.prefab","4","3","Leg","4"
"5807","58","Back","Preset_58 Back","Chr_BackAttachment_11","set_058_Back.png","Assets/Game/Prefabs/Equipment/World/set_058_Back_World.prefab","4","3","BackSlot","2"
"5902","59","Body","Preset_59 Body","Chr_Torso_Female_20;Chr_ArmUpperRight_Female_03;Chr_ArmUpperLeft_Female_15","set_059_Body.png","Assets/Game/Prefabs/Equipment/World/set_059_Body_World.prefab","4","6","Body","7"
"5904","59","Forearm","Preset_59 Forearm","Chr_ArmLowerRight_Female_12;Chr_ArmLowerLeft_Female_12;Chr_HandRight_Female_10;Chr_HandLeft_Female_10","set_059_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_059_Forearm_World.prefab","2","3","Forearm","2"
"5905","59","Hips","Preset_59 Hips","Chr_HipsAttachment_01;Chr_Hips_Female_02","set_059_Hips.png","Assets/Game/Prefabs/Equipment/World/set_059_Hips_World.prefab","4","5","Hips","3"
"5906","59","Leg","Preset_59 Leg","Chr_LegRight_Female_19;Chr_LegLeft_Female_19;Chr_KneeAttachLeft_11","set_059_Leg.png","Assets/Game/Prefabs/Equipment/World/set_059_Leg_World.prefab","4","3","Leg","4"
"6001","60","Head","Preset_60 Head","Chr_HelmetAttachment_13","set_060_Head.png","Assets/Game/Prefabs/Equipment/World/set_060_Head_World.prefab","3","3","Head","1.5"
"6002","60","Body","Preset_60 Body","Chr_Torso_Male_16;Chr_ArmUpperRight_Male_18;Chr_ArmUpperLeft_Male_01;Chr_ShoulderAttachRight_16;Chr_ShoulderAttachLeft_16","set_060_Body.png","Assets/Game/Prefabs/Equipment/World/set_060_Body_World.prefab","4","6","Body","7"
"6004","60","Forearm","Preset_60 Forearm","Chr_ArmLowerRight_Male_06;Chr_ArmLowerLeft_Male_06;Chr_HandRight_Male_03;Chr_HandLeft_Male_03","set_060_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_060_Forearm_World.prefab","2","3","Forearm","2"
"6005","60","Hips","Preset_60 Hips","Chr_HipsAttachment_05;Chr_Hips_Male_07","set_060_Hips.png","Assets/Game/Prefabs/Equipment/World/set_060_Hips_World.prefab","4","5","Hips","3"
"6006","60","Leg","Preset_60 Leg","Chr_LegRight_Male_12;Chr_LegLeft_Male_12","set_060_Leg.png","Assets/Game/Prefabs/Equipment/World/set_060_Leg_World.prefab","4","3","Leg","4"
"6007","60","Back","Preset_60 Back","Chr_BackAttachment_04","set_060_Back.png","Assets/Game/Prefabs/Equipment/World/set_060_Back_World.prefab","4","3","BackSlot","2"
"6101","61","Head","Preset_61 Head","Chr_HeadCoverings_No_Hair_06","set_061_Head.png","Assets/Game/Prefabs/Equipment/World/set_061_Head_World.prefab","3","3","Head","1.5"
"6102","61","Body","Preset_61 Body","Chr_Torso_Female_27;Chr_ArmUpperRight_Female_00;Chr_ArmUpperLeft_Female_10","set_061_Body.png","Assets/Game/Prefabs/Equipment/World/set_061_Body_World.prefab","4","6","Body","7"
"6104","61","Forearm","Preset_61 Forearm","Chr_ArmLowerRight_Female_09;Chr_ArmLowerLeft_Female_09;Chr_HandRight_Female_16;Chr_HandLeft_Female_16","set_061_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_061_Forearm_World.prefab","2","3","Forearm","2"
"6105","61","Hips","Preset_61 Hips","Chr_Hips_Female_27","set_061_Hips.png","Assets/Game/Prefabs/Equipment/World/set_061_Hips_World.prefab","4","5","Hips","3"
"6106","61","Leg","Preset_61 Leg","Chr_LegRight_Female_12;Chr_LegLeft_Female_12;Chr_KneeAttachLeft_01","set_061_Leg.png","Assets/Game/Prefabs/Equipment/World/set_061_Leg_World.prefab","4","3","Leg","4"
"6107","61","Back","Preset_61 Back","Chr_BackAttachment_05","set_061_Back.png","Assets/Game/Prefabs/Equipment/World/set_061_Back_World.prefab","4","3","BackSlot","2"
"6202","62","Body","Preset_62 Body","Chr_Torso_Male_04;Chr_ArmUpperRight_Male_18;Chr_ArmUpperLeft_Male_18","set_062_Body.png","Assets/Game/Prefabs/Equipment/World/set_062_Body_World.prefab","4","6","Body","7"
"6204","62","Forearm","Preset_62 Forearm","Chr_ArmLowerRight_Male_15;Chr_ArmLowerLeft_Male_15;Chr_HandRight_Male_14;Chr_HandLeft_Male_14","set_062_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_062_Forearm_World.prefab","2","3","Forearm","2"
"6205","62","Hips","Preset_62 Hips","Chr_Hips_Male_28","set_062_Hips.png","Assets/Game/Prefabs/Equipment/World/set_062_Hips_World.prefab","4","5","Hips","3"
"6206","62","Leg","Preset_62 Leg","Chr_LegRight_Male_05;Chr_KneeAttachRight_01;Chr_LegLeft_Male_05;Chr_KneeAttachLeft_01","set_062_Leg.png","Assets/Game/Prefabs/Equipment/World/set_062_Leg_World.prefab","4","3","Leg","4"
"6301","63","Head","Preset_63 Head","Chr_HelmetAttachment_05","set_063_Head.png","Assets/Game/Prefabs/Equipment/World/set_063_Head_World.prefab","3","3","Head","1.5"
"6302","63","Body","Preset_63 Body","Chr_Torso_Female_24;Chr_ArmUpperRight_Female_03;Chr_ArmUpperLeft_Female_03","set_063_Body.png","Assets/Game/Prefabs/Equipment/World/set_063_Body_World.prefab","4","6","Body","7"
"6304","63","Forearm","Preset_63 Forearm","Chr_ArmLowerRight_Female_14;Chr_ArmLowerLeft_Female_14;Chr_HandRight_Female_08;Chr_HandLeft_Female_08","set_063_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_063_Forearm_World.prefab","2","3","Forearm","2"
"6305","63","Hips","Preset_63 Hips","Chr_HipsAttachment_01;Chr_Hips_Female_07","set_063_Hips.png","Assets/Game/Prefabs/Equipment/World/set_063_Hips_World.prefab","4","5","Hips","3"
"6306","63","Leg","Preset_63 Leg","Chr_LegRight_Female_06;Chr_KneeAttachRight_04;Chr_LegLeft_Female_06","set_063_Leg.png","Assets/Game/Prefabs/Equipment/World/set_063_Leg_World.prefab","4","3","Leg","4"
"6401","64","Head","Preset_64 Head","Chr_HelmetAttachment_10","set_064_Head.png","Assets/Game/Prefabs/Equipment/World/set_064_Head_World.prefab","3","3","Head","1.5"
"6402","64","Body","Preset_64 Body","Chr_Torso_Male_25;Chr_ArmUpperRight_Male_13;Chr_ArmUpperLeft_Male_13;Chr_ShoulderAttachRight_10;Chr_ShoulderAttachLeft_10","set_064_Body.png","Assets/Game/Prefabs/Equipment/World/set_064_Body_World.prefab","4","6","Body","7"
"6404","64","Forearm","Preset_64 Forearm","Chr_ArmLowerRight_Male_13;Chr_ArmLowerLeft_Male_13;Chr_HandRight_Male_01;Chr_HandLeft_Male_01","set_064_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_064_Forearm_World.prefab","2","3","Forearm","2"
"6405","64","Hips","Preset_64 Hips","Chr_Hips_Male_19","set_064_Hips.png","Assets/Game/Prefabs/Equipment/World/set_064_Hips_World.prefab","4","5","Hips","3"
"6406","64","Leg","Preset_64 Leg","Chr_LegRight_Male_11;Chr_KneeAttachRight_11;Chr_LegLeft_Male_11;Chr_KneeAttachLeft_11","set_064_Leg.png","Assets/Game/Prefabs/Equipment/World/set_064_Leg_World.prefab","4","3","Leg","4"
"6407","64","Back","Preset_64 Back","Chr_BackAttachment_14","set_064_Back.png","Assets/Game/Prefabs/Equipment/World/set_064_Back_World.prefab","4","3","BackSlot","2"
"6501","65","Head","Preset_65 Head","Chr_HelmetAttachment_07","set_065_Head.png","Assets/Game/Prefabs/Equipment/World/set_065_Head_World.prefab","3","3","Head","1.5"
"6502","65","Body","Preset_65 Body","Chr_Torso_Male_09;Chr_ArmUpperRight_Male_00;Chr_ArmUpperLeft_Male_00;Chr_ShoulderAttachRight_18","set_065_Body.png","Assets/Game/Prefabs/Equipment/World/set_065_Body_World.prefab","4","6","Body","7"
"6504","65","Forearm","Preset_65 Forearm","Chr_ArmLowerRight_Male_17;Chr_ArmLowerLeft_Male_17;Chr_HandRight_Male_04;Chr_HandLeft_Male_09","set_065_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_065_Forearm_World.prefab","2","3","Forearm","2"
"6505","65","Hips","Preset_65 Hips","Chr_Hips_Male_22","set_065_Hips.png","Assets/Game/Prefabs/Equipment/World/set_065_Hips_World.prefab","4","5","Hips","3"
"6506","65","Leg","Preset_65 Leg","Chr_LegRight_Male_04;Chr_KneeAttachRight_09;Chr_LegLeft_Male_04;Chr_KneeAttachLeft_09","set_065_Leg.png","Assets/Game/Prefabs/Equipment/World/set_065_Leg_World.prefab","4","3","Leg","4"
"6507","65","Back","Preset_65 Back","Chr_BackAttachment_12","set_065_Back.png","Assets/Game/Prefabs/Equipment/World/set_065_Back_World.prefab","4","3","BackSlot","2"
"6601","66","Head","Preset_66 Head","Chr_HelmetAttachment_04","set_066_Head.png","Assets/Game/Prefabs/Equipment/World/set_066_Head_World.prefab","3","3","Head","1.5"
"6602","66","Body","Preset_66 Body","Chr_Torso_Male_27;Chr_ArmUpperRight_Male_15;Chr_ArmUpperLeft_Male_15;Chr_ShoulderAttachRight_21;Chr_ShoulderAttachLeft_01","set_066_Body.png","Assets/Game/Prefabs/Equipment/World/set_066_Body_World.prefab","4","6","Body","7"
"6604","66","Forearm","Preset_66 Forearm","Chr_ArmLowerRight_Male_04;Chr_ArmLowerLeft_Male_02;Chr_HandRight_Male_10;Chr_HandLeft_Male_10","set_066_Forearm.png","Assets/Game/Prefabs/Equipment/World/set_066_Forearm_World.prefab","2","3","Forearm","2"
"6605","66","Hips","Preset_66 Hips","Chr_Hips_Male_04","set_066_Hips.png","Assets/Game/Prefabs/Equipment/World/set_066_Hips_World.prefab","4","5","Hips","3"
